threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=1
9, 1.454970, 1, 9, 0.000011, 0.000001, 0.156887
10, 1.309560, 1, 8, 0.000014, 0.000000, 0.287628
11, 1.417140, 1, 9, 0.000010, 0.000000, 0.191143
12, 1.442920, 1, 9, 0.000008, 0.000001, 0.000202
13, 1.403700, 1, 12, 0.000014, 0.000000, 0.287241
14, 1.389990, 1, 9, 0.000013, 0.000001, 0.287160
15, 1.428290, 1, 10, 0.000013, 0.000000, 0.287524
16, 1.419250, 1, 10, 0.000014, 0.000000, 0.287225
17, 1.435100, 1, 9, 0.000009, 0.000002, 0.003892
18, 1.423920, 1, 8, 0.000011, 0.000002, 0.191588
19, 1.460550, 1, 12, 0.000014, 0.000002, 0.232516
threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=21
0, 1.412370, 1, 8, 0.000008, 0.000000, 0.000277
1, 1.395260, 1, 12, 0.000011, 0.000002, 0.136442
2, 1.437910, 1, 10, 0.000010, 0.000002, 0.144069
3, 1.426070, 1, 9, 0.000009, 0.000002, 0.000212
4, 1.406420, 1, 9, 0.000009, 0.000001, 0.000917
5, 1.379230, 1, 9, 0.000012, 0.000000, 0.194163
6, 1.429590, 1, 10, 0.000012, 0.000001, 0.282326
7, 1.437670, 1, 9, 0.000011, 0.000002, 0.191607
8, 1.419870, 1, 9, 0.000014, 0.000001, 0.287187
9, 1.421710, 1, 10, 0.000012, 0.000002, 0.284875
10, 1.409020, 1, 9, 0.000018, 0.000000, 0.370459
11, 1.427980, 1, 11, 0.000009, 0.000002, 0.000420
12, 1.389810, 1, 7, 0.000014, 0.000000, 0.202415
13, 1.345150, 1, 10, 0.000016, 0.000000, 0.286525
14, 1.456580, 1, 9, 0.000018, 0.000002, 0.464094
15, 1.454580, 1, 9, 0.000012, 0.000001, 0.287135
16, 1.436220, 1, 10, 0.000008, 0.000001, 0.013928
17, 1.402060, 1, 9, 0.000010, 0.000001, 0.153288
18, 1.425690, 1, 11, 0.000013, 0.000000, 0.219460
19, 1.399270, 1, 8, 0.000015, 0.000001, 0.239507
20, 1.411550, 1, 10, 0.000015, 0.000002, 0.287615
threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=22
0, 1.454400, 1, 9, 0.000009, 0.000000, 0.004459
1, 1.437550, 1, 9, 0.000009, 0.000000, 0.000532
2, 1.431460, 1, 9, 0.000011, 0.000001, 0.191668
3, 1.415560, 1, 10, 0.000011, 0.000001, 0.191630
4, 1.405710, 1, 10, 0.000010, 0.000000, 0.191639
5, 1.444000, 1, 13, 0.000014, 0.000001, 0.283219
6, 1.430190, 1, 8, 0.000011, 0.000001, 0.191585
7, 1.435300, 1, 10, 0.000010, 0.000002, 0.108032
8, 1.422740, 1, 9, 0.000013, 0.000001, 0.169372
9, 1.414550, 1, 10, 0.000013, 0.000001, 0.278363
